parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom
t23_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_00,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_01,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_02,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_03,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_04,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_05,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_06,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_07,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_08,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_09,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_10,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_11,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_12,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_13,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_14,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_15,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_16,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_17,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_18,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_19,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_20,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_21,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t24_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
