obsnme,obsval,weight,obgnme
h14_10_13,0.0,1.0,head
h14_10_14,0.0,1.0,head
h14_10_15,0.0,1.0,head
h14_10_16,0.0,1.0,head
h14_10_17,0.0,1.0,head
h14_10_18,0.0,1.0,head
h14_10_19,0.0,1.0,head
h14_10_20,0.0,1.0,head
h14_10_21,0.0,1.0,head
h14_10_22,0.0,1.0,head
h14_10_23,0.0,1.0,head
h14_11_00,0.0,1.0,head
h14_11_01,0.0,1.0,head
h14_11_02,0.0,1.0,head
h14_11_03,0.0,1.0,head
h14_11_04,0.0,1.0,head
h14_11_05,0.0,1.0,head
h14_11_06,0.0,1.0,head
h14_11_07,0.0,1.0,head
h14_11_08,0.0,1.0,head
h14_11_09,0.0,1.0,head
h14_11_10,0.0,1.0,head
h14_11_11,0.0,1.0,head
h14_11_12,0.0,1.0,head
h14_11_13,0.0,1.0,head
h14_11_14,0.0,1.0,head
h14_11_15,0.0,1.0,head
h14_11_16,0.0,1.0,head
h14_11_17,0.0,1.0,head
h14_11_18,0.0,1.0,head
h14_11_19,0.0,1.0,head
h14_11_20,0.0,1.0,head
h14_11_21,0.0,1.0,head
h14_11_22,0.0,1.0,head
h14_11_23,0.0,1.0,head
h14_12_00,0.0,1.0,head
h14_12_01,0.0,1.0,head
h14_12_02,0.0,1.0,head
h14_12_03,0.0,1.0,head
h14_12_04,0.0,1.0,head
h14_12_05,0.0,1.0,head
h14_12_06,0.0,1.0,head
h14_12_07,0.0,1.0,head
h14_12_08,0.0,1.0,head
h14_12_09,0.0,1.0,head
h14_12_10,0.0,1.0,head
h14_12_11,0.0,1.0,head
h14_12_12,0.0,1.0,head
h14_12_13,0.0,1.0,head
h14_12_14,0.0,1.0,head
h14_12_15,0.0,1.0,head
h14_12_16,0.0,1.0,head
h14_12_17,0.0,1.0,head
h14_12_18,0.0,1.0,head
h14_12_19,0.0,1.0,head
h14_12_20,0.0,1.0,head
h14_12_21,0.0,1.0,head
h14_12_22,0.0,1.0,head
h14_12_23,0.0,1.0,head
h14_13_00,0.0,1.0,head
h14_13_01,0.0,1.0,head
h14_13_02,0.0,1.0,head
h14_13_03,0.0,1.0,head
h14_13_04,0.0,1.0,head
h14_13_05,0.0,1.0,head
h14_13_06,0.0,1.0,head
h14_13_07,0.0,1.0,head
h14_13_08,0.0,1.0,head
h14_13_09,0.0,1.0,head
h14_13_10,0.0,1.0,head
h14_13_11,0.0,1.0,head
h14_13_12,0.0,1.0,head
h14_13_13,0.0,1.0,head
h14_13_14,0.0,1.0,head
h14_13_15,0.0,1.0,head
h14_13_16,0.0,1.0,head
h14_13_17,0.0,1.0,head
h14_13_18,0.0,1.0,head
h14_13_19,0.0,1.0,head
h14_13_20,0.0,1.0,head
h14_13_21,0.0,1.0,head
h14_13_22,0.0,1.0,head
h14_13_23,0.0,1.0,head
h14_14_00,0.0,1.0,head
h14_14_01,0.0,1.0,head
h14_14_02,0.0,1.0,head
h14_14_03,0.0,1.0,head
h14_14_04,0.0,1.0,head
h14_14_05,0.0,1.0,head
h14_14_06,0.0,1.0,head
h14_14_07,0.0,1.0,head
h14_14_08,0.0,1.0,head
h14_14_09,0.0,1.0,head
h14_14_10,0.0,1.0,head
h14_14_11,0.0,1.0,head
h14_14_12,0.0,1.0,head
h14_14_13,0.0,1.0,head
h14_14_14,0.0,1.0,head
h14_14_15,0.0,1.0,head
h14_14_16,0.0,1.0,head
h14_14_17,0.0,1.0,head
h14_14_18,0.0,1.0,head
h14_14_19,0.0,1.0,head
h14_14_20,0.0,1.0,head
h14_14_21,0.0,1.0,head
h14_14_22,0.0,1.0,head
h14_14_23,0.0,1.0,head
h14_15_00,0.0,1.0,head
h14_15_01,0.0,1.0,head
h14_15_02,0.0,1.0,head
h14_15_03,0.0,1.0,head
h14_15_04,0.0,1.0,head
h14_15_05,0.0,1.0,head
h14_15_06,0.0,1.0,head
h14_15_07,0.0,1.0,head
h14_15_08,0.0,1.0,head
h14_15_09,0.0,1.0,head
h14_15_10,0.0,1.0,head
h14_15_11,0.0,1.0,head
h14_15_12,0.0,1.0,head
h14_15_13,0.0,1.0,head
h14_15_14,0.0,1.0,head
h14_15_15,0.0,1.0,head
h14_15_16,0.0,1.0,head
h14_15_17,0.0,1.0,head
h14_15_18,0.0,1.0,head
h14_15_19,0.0,1.0,head
h14_15_20,0.0,1.0,head
h14_15_21,0.0,1.0,head
h14_15_22,0.0,1.0,head
h14_15_23,0.0,1.0,head
h14_16_00,0.0,1.0,head
h14_16_01,0.0,1.0,head
h14_16_02,0.0,1.0,head
h14_16_03,0.0,1.0,head
h14_16_04,0.0,1.0,head
h14_16_05,0.0,1.0,head
h14_16_06,0.0,1.0,head
h14_16_07,0.0,1.0,head
h14_16_08,0.0,1.0,head
h14_16_09,0.0,1.0,head
h14_16_10,0.0,1.0,head
h14_16_11,0.0,1.0,head
h14_16_12,0.0,1.0,head
h14_16_13,0.0,1.0,head
h14_16_14,0.0,1.0,head
h14_16_15,0.0,1.0,head
h14_16_16,0.0,1.0,head
h14_16_17,0.0,1.0,head
h14_16_18,0.0,1.0,head
h14_16_19,0.0,1.0,head
h14_16_20,0.0,1.0,head
h14_16_21,0.0,1.0,head
h14_16_22,0.0,1.0,head
h14_16_23,0.0,1.0,head
h14_17_00,0.0,1.0,head
h14_17_01,0.0,1.0,head
h14_17_02,0.0,1.0,head
h14_17_03,0.0,1.0,head
h14_17_04,0.0,1.0,head
h14_17_05,0.0,1.0,head
h14_17_06,0.0,1.0,head
h14_17_07,0.0,1.0,head
h14_17_08,0.0,1.0,head
h14_17_09,0.0,1.0,head
h14_17_10,0.0,1.0,head
h14_17_11,0.0,1.0,head
h14_17_12,0.0,1.0,head
h14_17_13,0.0,1.0,head
h14_17_14,0.0,1.0,head
h14_17_15,0.0,1.0,head
h14_17_16,0.0,1.0,head
h14_17_17,0.0,1.0,head
h14_17_18,0.0,1.0,head
h14_17_19,0.0,1.0,head
h14_17_20,0.0,1.0,head
h14_17_21,0.0,1.0,head
h14_17_22,0.0,1.0,head
h14_17_23,0.0,1.0,head
h14_18_00,0.0,1.0,head
h14_18_01,0.0,1.0,head
h14_18_02,0.0,1.0,head
h14_18_03,0.0,1.0,head
h14_18_04,0.0,1.0,head
h14_18_05,0.0,1.0,head
h14_18_06,0.0,1.0,head
h14_18_07,0.0,1.0,head
h14_18_08,0.0,1.0,head
h14_18_09,0.0,1.0,head
h14_18_10,0.0,1.0,head
h14_18_11,0.0,1.0,head
h14_18_12,0.0,1.0,head
h14_18_13,0.0,1.0,head
h14_18_14,0.0,1.0,head
h14_18_15,0.0,1.0,head
h14_18_16,0.0,1.0,head
h14_18_17,0.0,1.0,head
h14_18_18,0.0,1.0,head
h14_18_19,0.0,1.0,head
h14_18_20,0.0,1.0,head
h14_18_21,0.0,1.0,head
h14_18_22,0.0,1.0,head
h14_18_23,0.0,1.0,head
h14_19_00,0.0,1.0,head
h14_19_01,0.0,1.0,head
h14_19_02,0.0,1.0,head
h14_19_03,0.0,1.0,head
h14_19_04,0.0,1.0,head
h14_19_05,0.0,1.0,head
h14_19_06,0.0,1.0,head
h14_19_07,0.0,1.0,head
h14_19_08,0.0,1.0,head
h14_19_09,0.0,1.0,head
h14_19_10,0.0,1.0,head
h14_19_11,0.0,1.0,head
h14_19_12,0.0,1.0,head
h14_19_13,0.0,1.0,head
h14_19_14,0.0,1.0,head
h14_19_15,0.0,1.0,head
h14_19_16,0.0,1.0,head
h14_19_17,0.0,1.0,head
h14_19_18,0.0,1.0,head
h14_19_19,0.0,1.0,head
h14_19_20,0.0,1.0,head
h14_19_21,0.0,1.0,head
h14_19_22,0.0,1.0,head
h14_19_23,0.0,1.0,head
h14_20_00,0.0,1.0,head
h14_20_01,0.0,1.0,head
h14_20_02,0.0,1.0,head
h14_20_03,0.0,1.0,head
h14_20_04,0.0,1.0,head
h14_20_05,0.0,1.0,head
h14_20_06,0.0,1.0,head
h14_20_07,0.0,1.0,head
h14_20_08,0.0,1.0,head
h14_20_09,0.0,1.0,head
h14_20_10,0.0,1.0,head
h14_20_11,0.0,1.0,head
h14_20_12,0.0,1.0,head
h14_20_13,0.0,1.0,head
h14_20_14,0.0,1.0,head
h14_20_15,0.0,1.0,head
h14_20_16,0.0,1.0,head
h14_20_17,0.0,1.0,head
h14_20_18,0.0,1.0,head
h14_20_19,0.0,1.0,head
h14_20_20,0.0,1.0,head
h14_20_21,0.0,1.0,head
h14_20_22,0.0,1.0,head
h14_20_23,0.0,1.0,head
h14_21_00,0.0,1.0,head
h14_21_01,0.0,1.0,head
h14_21_02,0.0,1.0,head
h14_21_03,0.0,1.0,head
h14_21_04,0.0,1.0,head
h14_21_05,0.0,1.0,head
h14_21_06,0.0,1.0,head
h14_21_07,0.0,1.0,head
h14_21_08,0.0,1.0,head
h14_21_09,0.0,1.0,head
h14_21_10,0.0,1.0,head
h14_21_11,0.0,1.0,head
h14_21_12,0.0,1.0,head
h14_21_13,0.0,1.0,head
h14_21_14,0.0,1.0,head
h14_21_15,0.0,1.0,head
h14_21_16,0.0,1.0,head
h14_21_17,0.0,1.0,head
h14_21_18,0.0,1.0,head
h14_21_19,0.0,1.0,head
h14_21_20,0.0,1.0,head
h14_21_21,0.0,1.0,head
h14_21_22,0.0,1.0,head
h14_21_23,0.0,1.0,head
h14_22_00,0.0,1.0,head
h14_22_01,0.0,1.0,head
h14_22_02,0.0,1.0,head
h14_22_03,0.0,1.0,head
h14_22_04,0.0,1.0,head
h14_22_05,0.0,1.0,head
h14_22_06,0.0,1.0,head
h14_22_07,0.0,1.0,head
h14_22_08,0.0,1.0,head
h14_22_09,0.0,1.0,head
h14_22_10,0.0,1.0,head
h14_22_11,0.0,1.0,head
h14_22_12,0.0,1.0,head
h14_22_13,0.0,1.0,head
h14_22_14,0.0,1.0,head
h14_22_15,0.0,1.0,head
h14_22_16,0.0,1.0,head
h14_22_17,0.0,1.0,head
h14_22_18,0.0,1.0,head
h14_22_19,0.0,1.0,head
h14_22_20,0.0,1.0,head
h14_22_21,0.0,1.0,head
h14_22_22,0.0,1.0,head
h14_22_23,0.0,1.0,head
h14_23_00,0.0,1.0,head
h14_23_01,0.0,1.0,head
h14_23_02,0.0,1.0,head
h14_23_03,0.0,1.0,head
h14_23_04,0.0,1.0,head
h14_23_05,0.0,1.0,head
h14_23_06,0.0,1.0,head
h14_23_07,0.0,1.0,head
h14_23_08,0.0,1.0,head
h14_23_09,0.0,1.0,head
h14_23_10,0.0,1.0,head
h14_23_11,0.0,1.0,head
h14_23_12,0.0,1.0,head
h14_23_13,0.0,1.0,head
h14_23_14,0.0,1.0,head
h14_23_15,0.0,1.0,head
h14_23_16,0.0,1.0,head
h14_23_17,0.0,1.0,head
h14_23_18,0.0,1.0,head
h14_23_19,0.0,1.0,head
h14_23_20,0.0,1.0,head
h14_23_21,0.0,1.0,head
h14_23_22,0.0,1.0,head
h14_23_23,0.0,1.0,head
h14_24_00,0.0,1.0,head
h14_24_01,0.0,1.0,head
h14_24_02,0.0,1.0,head
h14_24_03,0.0,1.0,head
h14_24_04,0.0,1.0,head
h14_24_05,0.0,1.0,head
h14_24_06,0.0,1.0,head
h14_24_07,0.0,1.0,head
h14_24_08,0.0,1.0,head
h14_24_09,0.0,1.0,head
h14_24_10,0.0,1.0,head
h14_24_11,0.0,1.0,head
h14_24_12,0.0,1.0,head
h14_24_13,0.0,1.0,head
h14_24_14,0.0,1.0,head
h14_24_15,0.0,1.0,head
h14_24_16,0.0,1.0,head
h14_24_17,0.0,1.0,head
h14_24_18,0.0,1.0,head
h14_24_19,0.0,1.0,head
h14_24_20,0.0,1.0,head
h14_24_21,0.0,1.0,head
h14_24_22,0.0,1.0,head
h14_24_23,0.0,1.0,head
h14_25_00,0.0,1.0,head
h14_25_01,0.0,1.0,head
h14_25_02,0.0,1.0,head
h14_25_03,0.0,1.0,head
h14_25_04,0.0,1.0,head
h14_25_05,0.0,1.0,head
h14_25_06,0.0,1.0,head
h14_25_07,0.0,1.0,head
h14_25_08,0.0,1.0,head
h14_25_09,0.0,1.0,head
h14_25_10,0.0,1.0,head
h14_25_11,0.0,1.0,head
h14_25_12,0.0,1.0,head
h14_25_13,0.0,1.0,head
h14_25_14,0.0,1.0,head
h14_25_15,0.0,1.0,head
h14_25_16,0.0,1.0,head
h14_25_17,0.0,1.0,head
h14_25_18,0.0,1.0,head
h14_25_19,0.0,1.0,head
h14_25_20,0.0,1.0,head
h14_25_21,0.0,1.0,head
h14_25_22,0.0,1.0,head
h14_25_23,0.0,1.0,head
h14_26_00,0.0,1.0,head
h14_26_01,0.0,1.0,head
h14_26_02,0.0,1.0,head
h14_26_03,0.0,1.0,head
h14_26_04,0.0,1.0,head
h14_26_05,0.0,1.0,head
h14_26_06,0.0,1.0,head
h14_26_07,0.0,1.0,head
h14_26_08,0.0,1.0,head
h14_26_09,0.0,1.0,head
h14_26_10,0.0,1.0,head
h14_26_11,0.0,1.0,head
h14_26_12,0.0,1.0,head
h14_26_13,0.0,1.0,head
h14_26_14,0.0,1.0,head
h14_26_15,0.0,1.0,head
h14_26_16,0.0,1.0,head
h14_26_17,0.0,1.0,head
h14_26_18,0.0,1.0,head
h14_26_19,0.0,1.0,head
h14_26_20,0.0,1.0,head
h14_26_21,0.0,1.0,head
h14_26_22,0.0,1.0,head
h14_26_23,0.0,1.0,head
h14_27_00,0.0,1.0,head
h14_27_01,0.0,1.0,head
h14_27_02,0.0,1.0,head
h14_27_03,0.0,1.0,head
h14_27_04,0.0,1.0,head
h14_27_05,0.0,1.0,head
h14_27_06,0.0,1.0,head
h14_27_07,0.0,1.0,head
h14_27_08,0.0,1.0,head
h14_27_09,0.0,1.0,head
h14_27_10,0.0,1.0,head
h14_27_11,0.0,1.0,head
h14_27_12,0.0,1.0,head
h14_27_13,0.0,1.0,head
h14_27_14,0.0,1.0,head
h14_27_15,0.0,1.0,head
h14_27_16,0.0,1.0,head
h14_27_17,0.0,1.0,head
h14_27_18,0.0,1.0,head
h14_27_19,0.0,1.0,head
h14_27_20,0.0,1.0,head
h14_27_21,0.0,1.0,head
h14_27_22,0.0,1.0,head
h14_27_23,0.0,1.0,head
h14_28_00,0.0,1.0,head
h14_28_01,0.0,1.0,head
h14_28_02,0.0,1.0,head
h14_28_03,0.0,1.0,head
h14_28_04,0.0,1.0,head
h14_28_05,0.0,1.0,head
h14_28_06,0.0,1.0,head
h14_28_07,0.0,1.0,head
h14_28_08,0.0,1.0,head
h14_28_09,0.0,1.0,head
h14_28_10,0.0,1.0,head
h14_28_11,0.0,1.0,head
h14_28_12,0.0,1.0,head
h14_28_13,0.0,1.0,head
h14_28_14,0.0,1.0,head
h14_28_15,0.0,1.0,head
h14_28_16,0.0,1.0,head
h14_28_17,0.0,1.0,head
h14_28_18,0.0,1.0,head
h14_28_19,0.0,1.0,head
h14_28_20,0.0,1.0,head
h14_28_21,0.0,1.0,head
h14_28_22,0.0,1.0,head
h14_28_23,0.0,1.0,head
h14_29_00,0.0,1.0,head
h14_29_01,0.0,1.0,head
h14_29_02,0.0,1.0,head
h14_29_03,0.0,1.0,head
h14_29_04,0.0,1.0,head
h14_29_05,0.0,1.0,head
h14_29_06,0.0,1.0,head
h14_29_07,0.0,1.0,head
h14_29_08,0.0,1.0,head
h14_29_09,0.0,1.0,head
h14_29_10,0.0,1.0,head
h14_29_11,0.0,1.0,head
h14_29_12,0.0,1.0,head
h14_29_13,0.0,1.0,head
h14_29_14,0.0,1.0,head
h14_29_15,0.0,1.0,head
h14_29_16,0.0,1.0,head
h14_29_17,0.0,1.0,head
h14_29_18,0.0,1.0,head
h14_29_19,0.0,1.0,head
h14_29_20,0.0,1.0,head
h14_29_21,0.0,1.0,head
h14_29_22,0.0,1.0,head
h14_29_23,0.0,1.0,head
h15_00_00,0.0,1.0,head
h15_00_01,0.0,1.0,head
h15_00_02,0.0,1.0,head
h15_00_03,0.0,1.0,head
h15_00_04,0.0,1.0,head
h15_00_05,0.0,1.0,head
h15_00_06,0.0,1.0,head
h15_00_07,0.0,1.0,head
h15_00_08,0.0,1.0,head
h15_00_09,0.0,1.0,head
h15_00_10,0.0,1.0,head
h15_00_11,0.0,1.0,head
h15_00_12,0.0,1.0,head
h15_00_13,0.0,1.0,head
h15_00_14,0.0,1.0,head
h15_00_15,0.0,1.0,head
h15_00_16,0.0,1.0,head
h15_00_17,0.0,1.0,head
h15_00_18,0.0,1.0,head
h15_00_19,0.0,1.0,head
h15_00_20,0.0,1.0,head
h15_00_21,0.0,1.0,head
h15_00_22,0.0,1.0,head
h15_00_23,0.0,1.0,head
h15_01_00,0.0,1.0,head
h15_01_01,0.0,1.0,head
h15_01_02,0.0,1.0,head
h15_01_03,0.0,1.0,head
h15_01_04,0.0,1.0,head
h15_01_05,0.0,1.0,head
h15_01_06,0.0,1.0,head
h15_01_07,0.0,1.0,head
h15_01_08,0.0,1.0,head
h15_01_09,0.0,1.0,head
h15_01_10,0.0,1.0,head
h15_01_11,0.0,1.0,head
h15_01_12,0.0,1.0,head
h15_01_13,0.0,1.0,head
h15_01_14,0.0,1.0,head
h15_01_15,0.0,1.0,head
h15_01_16,0.0,1.0,head
h15_01_17,0.0,1.0,head
h15_01_18,0.0,1.0,head
h15_01_19,0.0,1.0,head
h15_01_20,0.0,1.0,head
h15_01_21,0.0,1.0,head
h15_01_22,0.0,1.0,head
h15_01_23,0.0,1.0,head
h15_02_00,0.0,1.0,head
h15_02_01,0.0,1.0,head
h15_02_02,0.0,1.0,head
h15_02_03,0.0,1.0,head
h15_02_04,0.0,1.0,head
h15_02_05,0.0,1.0,head
h15_02_06,0.0,1.0,head
h15_02_07,0.0,1.0,head
h15_02_08,0.0,1.0,head
h15_02_09,0.0,1.0,head
h15_02_10,0.0,1.0,head
h15_02_11,0.0,1.0,head
h15_02_12,0.0,1.0,head
h15_02_13,0.0,1.0,head
h15_02_14,0.0,1.0,head
h15_02_15,0.0,1.0,head
h15_02_16,0.0,1.0,head
h15_02_17,0.0,1.0,head
h15_02_18,0.0,1.0,head
h15_02_19,0.0,1.0,head
h15_02_20,0.0,1.0,head
h15_02_21,0.0,1.0,head
h15_02_22,0.0,1.0,head
h15_02_23,0.0,1.0,head
h15_03_00,0.0,1.0,head
h15_03_01,0.0,1.0,head
h15_03_02,0.0,1.0,head
h15_03_03,0.0,1.0,head
h15_03_04,0.0,1.0,head
h15_03_05,0.0,1.0,head
h15_03_06,0.0,1.0,head
h15_03_07,0.0,1.0,head
h15_03_08,0.0,1.0,head
h15_03_09,0.0,1.0,head
h15_03_10,0.0,1.0,head
h15_03_11,0.0,1.0,head
h15_03_12,0.0,1.0,head
h15_03_13,0.0,1.0,head
h15_03_14,0.0,1.0,head
h15_03_15,0.0,1.0,head
h15_03_16,0.0,1.0,head
h15_03_17,0.0,1.0,head
h15_03_18,0.0,1.0,head
h15_03_19,0.0,1.0,head
h15_03_20,0.0,1.0,head
h15_03_21,0.0,1.0,head
h15_03_22,0.0,1.0,head
h15_03_23,0.0,1.0,head
h15_04_00,0.0,1.0,head
h15_04_01,0.0,1.0,head
h15_04_02,0.0,1.0,head
h15_04_03,0.0,1.0,head
h15_04_04,0.0,1.0,head
h15_04_05,0.0,1.0,head
h15_04_06,0.0,1.0,head
h15_04_07,0.0,1.0,head
h15_04_08,0.0,1.0,head
h15_04_09,0.0,1.0,head
h15_04_10,0.0,1.0,head
h15_04_11,0.0,1.0,head
h15_04_12,0.0,1.0,head
h15_04_13,0.0,1.0,head
h15_04_14,0.0,1.0,head
h15_04_15,0.0,1.0,head
h15_04_16,0.0,1.0,head
h15_04_17,0.0,1.0,head
h15_04_18,0.0,1.0,head
h15_04_19,0.0,1.0,head
h15_04_20,0.0,1.0,head
h15_04_21,0.0,1.0,head
h15_04_22,0.0,1.0,head
h15_04_23,0.0,1.0,head
h15_05_00,0.0,1.0,head
h15_05_01,0.0,1.0,head
h15_05_02,0.0,1.0,head
h15_05_03,0.0,1.0,head
h15_05_04,0.0,1.0,head
h15_05_05,0.0,1.0,head
h15_05_06,0.0,1.0,head
h15_05_07,0.0,1.0,head
h15_05_08,0.0,1.0,head
h15_05_09,0.0,1.0,head
h15_05_10,0.0,1.0,head
h15_05_11,0.0,1.0,head
h15_05_12,0.0,1.0,head
h15_05_13,0.0,1.0,head
h15_05_14,0.0,1.0,head
h15_05_15,0.0,1.0,head
h15_05_16,0.0,1.0,head
h15_05_17,0.0,1.0,head
h15_05_18,0.0,1.0,head
h15_05_19,0.0,1.0,head
h15_05_20,0.0,1.0,head
h15_05_21,0.0,1.0,head
h15_05_22,0.0,1.0,head
h15_05_23,0.0,1.0,head
h15_06_00,0.0,1.0,head
h15_06_01,0.0,1.0,head
h15_06_02,0.0,1.0,head
h15_06_03,0.0,1.0,head
h15_06_04,0.0,1.0,head
h15_06_05,0.0,1.0,head
h15_06_06,0.0,1.0,head
h15_06_07,0.0,1.0,head
h15_06_08,0.0,1.0,head
h15_06_09,0.0,1.0,head
h15_06_10,0.0,1.0,head
h15_06_11,0.0,1.0,head
h15_06_12,0.0,1.0,head
h15_06_13,0.0,1.0,head
h15_06_14,0.0,1.0,head
h15_06_15,0.0,1.0,head
h15_06_16,0.0,1.0,head
h15_06_17,0.0,1.0,head
h15_06_18,0.0,1.0,head
h15_06_19,0.0,1.0,head
h15_06_20,0.0,1.0,head
h15_06_21,0.0,1.0,head
h15_06_22,0.0,1.0,head
h15_06_23,0.0,1.0,head
h15_07_00,0.0,1.0,head
h15_07_01,0.0,1.0,head
h15_07_02,0.0,1.0,head
h15_07_03,0.0,1.0,head
h15_07_04,0.0,1.0,head
h15_07_05,0.0,1.0,head
h15_07_06,0.0,1.0,head
h15_07_07,0.0,1.0,head
h15_07_08,0.0,1.0,head
h15_07_09,0.0,1.0,head
h15_07_10,0.0,1.0,head
h15_07_11,0.0,1.0,head
h15_07_12,0.0,1.0,head
h15_07_13,0.0,1.0,head
h15_07_14,0.0,1.0,head
h15_07_15,0.0,1.0,head
h15_07_16,0.0,1.0,head
h15_07_17,0.0,1.0,head
h15_07_18,0.0,1.0,head
h15_07_19,0.0,1.0,head
h15_07_20,0.0,1.0,head
h15_07_21,0.0,1.0,head
h15_07_22,0.0,1.0,head
h15_07_23,0.0,1.0,head
h15_08_00,0.0,1.0,head
h15_08_01,0.0,1.0,head
h15_08_02,0.0,1.0,head
h15_08_03,0.0,1.0,head
h15_08_04,0.0,1.0,head
h15_08_05,0.0,1.0,head
h15_08_06,0.0,1.0,head
h15_08_07,0.0,1.0,head
h15_08_08,0.0,1.0,head
h15_08_09,0.0,1.0,head
h15_08_10,0.0,1.0,head
h15_08_11,0.0,1.0,head
h15_08_12,0.0,1.0,head
h15_08_13,0.0,1.0,head
h15_08_14,0.0,1.0,head
h15_08_15,0.0,1.0,head
h15_08_16,0.0,1.0,head
h15_08_17,0.0,1.0,head
h15_08_18,0.0,1.0,head
h15_08_19,0.0,1.0,head
h15_08_20,0.0,1.0,head
h15_08_21,0.0,1.0,head
h15_08_22,0.0,1.0,head
h15_08_23,0.0,1.0,head
h15_09_00,0.0,1.0,head
h15_09_01,0.0,1.0,head
h15_09_02,0.0,1.0,head
h15_09_03,0.0,1.0,head
h15_09_04,0.0,1.0,head
h15_09_05,0.0,1.0,head
h15_09_06,0.0,1.0,head
h15_09_07,0.0,1.0,head
h15_09_08,0.0,1.0,head
h15_09_09,0.0,1.0,head
h15_09_10,0.0,1.0,head
h15_09_11,0.0,1.0,head
h15_09_12,0.0,1.0,head
h15_09_13,0.0,1.0,head
h15_09_14,0.0,1.0,head
h15_09_15,0.0,1.0,head
h15_09_16,0.0,1.0,head
h15_09_17,0.0,1.0,head
h15_09_18,0.0,1.0,head
h15_09_19,0.0,1.0,head
h15_09_20,0.0,1.0,head
h15_09_21,0.0,1.0,head
h15_09_22,0.0,1.0,head
h15_09_23,0.0,1.0,head
h15_10_00,0.0,1.0,head
h15_10_01,0.0,1.0,head
h15_10_02,0.0,1.0,head
h15_10_03,0.0,1.0,head
h15_10_04,0.0,1.0,head
h15_10_05,0.0,1.0,head
h15_10_06,0.0,1.0,head
h15_10_07,0.0,1.0,head
h15_10_08,0.0,1.0,head
h15_10_09,0.0,1.0,head
h15_10_10,0.0,1.0,head
h15_10_11,0.0,1.0,head
h15_10_12,0.0,1.0,head
h15_10_13,0.0,1.0,head
h15_10_14,0.0,1.0,head
h15_10_15,0.0,1.0,head
h15_10_16,0.0,1.0,head
h15_10_17,0.0,1.0,head
h15_10_18,0.0,1.0,head
h15_10_19,0.0,1.0,head
h15_10_20,0.0,1.0,head
h15_10_21,0.0,1.0,head
h15_10_22,0.0,1.0,head
h15_10_23,0.0,1.0,head
h15_11_00,0.0,1.0,head
h15_11_01,0.0,1.0,head
h15_11_02,0.0,1.0,head
h15_11_03,0.0,1.0,head
h15_11_04,0.0,1.0,head
h15_11_05,0.0,1.0,head
h15_11_06,0.0,1.0,head
h15_11_07,0.0,1.0,head
h15_11_08,0.0,1.0,head
h15_11_09,0.0,1.0,head
h15_11_10,0.0,1.0,head
h15_11_11,0.0,1.0,head
h15_11_12,0.0,1.0,head
h15_11_13,0.0,1.0,head
h15_11_14,0.0,1.0,head
h15_11_15,0.0,1.0,head
h15_11_16,0.0,1.0,head
h15_11_17,0.0,1.0,head
h15_11_18,0.0,1.0,head
h15_11_19,0.0,1.0,head
h15_11_20,0.0,1.0,head
h15_11_21,0.0,1.0,head
h15_11_22,0.0,1.0,head
h15_11_23,0.0,1.0,head
h15_12_00,0.0,1.0,head
h15_12_01,0.0,1.0,head
h15_12_02,0.0,1.0,head
h15_12_03,0.0,1.0,head
h15_12_04,0.0,1.0,head
h15_12_05,0.0,1.0,head
h15_12_06,0.0,1.0,head
h15_12_07,0.0,1.0,head
h15_12_08,0.0,1.0,head
h15_12_09,0.0,1.0,head
h15_12_10,0.0,1.0,head
h15_12_11,0.0,1.0,head
h15_12_12,0.0,1.0,head
h15_12_13,0.0,1.0,head
h15_12_14,0.0,1.0,head
h15_12_15,0.0,1.0,head
h15_12_16,0.0,1.0,head
h15_12_17,0.0,1.0,head
h15_12_18,0.0,1.0,head
h15_12_19,0.0,1.0,head
h15_12_20,0.0,1.0,head
h15_12_21,0.0,1.0,head
h15_12_22,0.0,1.0,head
h15_12_23,0.0,1.0,head
h15_13_00,0.0,1.0,head
h15_13_01,0.0,1.0,head
h15_13_02,0.0,1.0,head
h15_13_03,0.0,1.0,head
h15_13_04,0.0,1.0,head
h15_13_05,0.0,1.0,head
h15_13_06,0.0,1.0,head
h15_13_07,0.0,1.0,head
h15_13_08,0.0,1.0,head
h15_13_09,0.0,1.0,head
h15_13_10,0.0,1.0,head
h15_13_11,0.0,1.0,head
h15_13_12,0.0,1.0,head
h15_13_13,0.0,1.0,head
h15_13_14,0.0,1.0,head
h15_13_15,0.0,1.0,head
h15_13_16,0.0,1.0,head
h15_13_17,0.0,1.0,head
h15_13_18,0.0,1.0,head
h15_13_19,0.0,1.0,head
h15_13_20,0.0,1.0,head
h15_13_21,0.0,1.0,head
h15_13_22,0.0,1.0,head
h15_13_23,0.0,1.0,head
h15_14_00,0.0,1.0,head
h15_14_01,0.0,1.0,head
h15_14_02,0.0,1.0,head
h15_14_03,0.0,1.0,head
h15_14_04,0.0,1.0,head
h15_14_05,0.0,1.0,head
h15_14_06,0.0,1.0,head
h15_14_07,0.0,1.0,head
h15_14_08,0.0,1.0,head
h15_14_09,0.0,1.0,head
h15_14_10,0.0,1.0,head
h15_14_11,0.0,1.0,head
h15_14_12,0.0,1.0,head
h15_14_13,0.0,1.0,head
h15_14_14,0.0,1.0,head
h15_14_15,0.0,1.0,head
h15_14_16,0.0,1.0,head
h15_14_17,0.0,1.0,head
h15_14_18,0.0,1.0,head
